Date,Event,Category,TV Spends,Print Spends,OOH Spends,Digital Media Spends,Meta Offline Spends,Meta Online Spends,Google Online Spends,Print Insertions,Print Impressions,Digital Media Impressions,Meta Offline Impressions,Meta Online Impressions,Google Online Impressions,Sales Final Output,Campaign Period Flag,Weekday Flag,,,,
03-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","89,09,86,876",FALSE,FALSE,,,,
04-10-2025,Full Month,All,0,3063725.48,779411.76,186274.51,302415.07,3539.17,210074.38,2,21121880,"15,52,287","1,20,96,602","4,42,396","34,29,785","89,11,00,169",TRUE,TRUE,,,,
05-10-2025,Full Month,All,0,3063725.48,779411.76,186274.51,302415.07,3539.17,210074.38,2,21121880,"15,52,287","1,20,96,602","4,42,396","34,29,785","1,11,43,95,831",TRUE,TRUE,,,,
06-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","1,45,53,83,251",FALSE,FALSE,,,,
07-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","85,02,93,861",FALSE,FALSE,,,,
08-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","77,32,50,575",FALSE,FALSE,,,,
09-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","88,90,10,600",FALSE,FALSE,,,,
10-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","2,10,51,36,401",FALSE,FALSE,,,,
11-10-2025,Full Month,All,0,3063725.48,779411.76,186274.51,302415.07,3539.17,210074.38,2,21121880,"15,52,287","1,20,96,602","4,42,396","34,29,785","64,32,19,067",TRUE,TRUE,,,,
12-10-2025,Full Month,All,0,3063725.48,779411.76,186274.51,302415.07,3539.17,210074.38,2,21121880,"15,52,287","1,20,96,602","4,42,396","34,29,785","80,28,89,074",TRUE,TRUE,,,,
13-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","1,10,27,87,960",FALSE,FALSE,,,,
14-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","50,88,20,938",FALSE,FALSE,,,,
15-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","50,56,73,672",FALSE,FALSE,,,,
16-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","52,17,01,976",FALSE,FALSE,,,,
17-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","56,44,17,965",FALSE,FALSE,,,,
18-10-2025,Full Month,All,0,3063725.48,779411.76,186274.51,302415.07,3539.17,210074.38,2,21121880,"15,52,287","1,20,96,602","4,42,396","34,29,785","70,65,42,614",TRUE,TRUE,,,,
19-10-2025,Full Month,All,0,3063725.48,779411.76,186274.51,302415.07,3539.17,210074.38,2,21121880,"15,52,287","1,20,96,602","4,42,396","34,29,785","99,12,92,891",TRUE,TRUE,,,,
20-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","1,48,16,07,554",FALSE,FALSE,,,,
21-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","79,91,88,530",FALSE,FALSE,,,,
22-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","82,71,05,626",FALSE,FALSE,,,,
23-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","89,48,83,422",FALSE,FALSE,,,,
24-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","1,05,61,49,457",FALSE,FALSE,,,,
25-10-2025,Full Month,All,0,3063725.48,779411.76,186274.51,302415.07,3539.17,210074.38,2,21121880,"15,52,287","1,20,96,602","4,42,396","34,29,785","1,34,95,32,915",TRUE,TRUE,,,,
26-10-2025,Full Month,All,0,3063725.48,779411.76,186274.51,302415.07,3539.17,210074.38,2,21121880,"15,52,287","1,20,96,602","4,42,396","34,29,785","2,58,25,86,951",TRUE,TRUE,,,,
27-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","2,35,01,60,342",FALSE,FALSE,,,,
28-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","1,63,63,93,512",FALSE,FALSE,,,,
29-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","1,27,58,47,176",FALSE,FALSE,,,,
30-10-2025,Full Month,All,0,0,779411.76,186274.51,302415.07,3539.17,210074.38,0,0,"15,52,287","1,20,96,602","4,42,396","34,29,785","1,30,56,75,053",FALSE,FALSE,,,,
01-11-2025,1st and last month,Digital,0,1666666.67,526960.78,0,133303.93,2225.83,157249,2,21121880,0,"53,32,157","2,78,228","25,67,330","93,23,78,105",TRUE,TRUE,,,,
02-11-2025,1st and last month,Digital,0,1666666.67,526960.78,0,133303.93,2225.83,157249,2,21121880,0,"53,32,157","2,78,228","25,67,330","70,67,30,961",TRUE,TRUE,,,,
03-11-2025,1st and last month,Digital,0,0,526960.78,0,133303.93,2225.83,157249,0,0,0,"53,32,157","2,78,228","25,67,330","79,53,02,611",FALSE,FALSE,,,,
04-11-2025,1st and last month,Digital,0,0,526960.78,0,133303.93,2225.83,157249,0,0,0,"53,32,157","2,78,228","25,67,330","1,02,68,14,422",FALSE,FALSE,,,,
05-11-2025,1st and last month,Digital,0,0,526960.78,0,133303.93,2225.83,157249,0,0,0,"53,32,157","2,78,228","25,67,330","47,08,68,390",FALSE,FALSE,,,,
06-11-2025,1st and last month,Digital,0,0,526960.78,0,133303.93,2225.83,157249,0,0,0,"53,32,157","2,78,228","25,67,330","45,21,29,724",FALSE,FALSE,,,,
07-11-2025,1st and last month,Digital,0,0,526960.78,0,133303.93,2225.83,157249,0,0,0,"53,32,157","2,78,228","25,67,330","48,01,25,921",FALSE,FALSE,,,,
08-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","53,42,21,199",FALSE,TRUE,,,,
09-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","57,85,38,680",FALSE,TRUE,,,,
10-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","54,44,64,459",FALSE,FALSE,,,,
11-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","73,19,39,366",FALSE,FALSE,,,,
12-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","42,30,97,008",FALSE,FALSE,,,,
13-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","40,85,47,759",FALSE,FALSE,,,,
14-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","52,75,62,179",FALSE,FALSE,,,,
15-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","42,15,77,513",FALSE,TRUE,,,,
16-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","45,82,51,758",FALSE,TRUE,,,,
17-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","58,38,35,101",FALSE,FALSE,,,,
18-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","73,70,83,382",FALSE,FALSE,,,,
19-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","43,16,68,243",FALSE,FALSE,,,,
20-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","39,64,34,941",FALSE,FALSE,,,,
21-11-2025,1st and last month,Digital,0,0,0,0,0,2225.83,157249,0,0,0,0,"2,78,228","25,67,330","40,58,38,535",FALSE,FALSE,,,,
22-11-2025,1st and last month,Digital,0,1666666.67,526960.78,0,133303.93,2225.83,157249,2,21121880,0,"53,32,157","2,78,228","25,67,330","45,20,95,375",TRUE,TRUE,,,,
23-11-2025,1st and last month,Digital,0,1666666.67,526960.78,0,133303.93,2225.83,157249,2,21121880,0,"53,32,157","2,78,228","25,67,330","49,56,12,125",TRUE,TRUE,,,,
24-11-2025,1st and last month,Digital,0,0,526960.78,0,133303.93,2225.83,157249,0,0,0,"53,32,157","2,78,228","25,67,330","59,29,53,198",FALSE,FALSE,,,,
25-11-2025,1st and last month,Digital,0,0,526960.78,0,133303.93,2225.83,157249,0,0,0,"53,32,157","2,78,228","25,67,330","79,25,94,255",FALSE,FALSE,,,,
26-11-2025,1st and last month,Digital,0,0,526960.78,0,133303.93,2225.83,157249,0,0,0,"53,32,157","2,78,228","25,67,330","47,43,01,384",FALSE,FALSE,,,,
27-11-2025,1st and last month,Digital,0,0,526960.78,0,133303.93,2225.83,157249,0,0,0,"53,32,157","2,78,228","25,67,330","40,68,72,507",FALSE,FALSE,,,,
28-11-2025,1st and last month,Digital,0,0,526960.78,0,133303.93,2225.83,157249,0,0,0,"53,32,157","2,78,228","25,67,330","38,94,87,531",FALSE,FALSE,,,,
29-11-2025,1st and last month,Digital,0,1666666.67,526960.78,0,133303.93,2225.83,157249,2,21121880,0,"53,32,157","2,78,228","25,67,330","37,72,60,341",TRUE,TRUE,,,,
30-11-2025,1st and last month,Digital,0,1666666.67,526960.78,0,133303.93,2225.83,157249,2,21121880,0,"53,32,157","2,78,228","25,67,330","43,97,61,359",TRUE,TRUE,,,,
01-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","58,88,11,946",FALSE,FALSE,,,,
02-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","65,36,56,831",FALSE,FALSE,,,,
03-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","52,59,19,665",FALSE,FALSE,,,,
04-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","45,29,30,701",FALSE,FALSE,,,,
05-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","45,77,61,412",FALSE,FALSE,,,,
06-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","49,91,22,358",FALSE,TRUE,,,,
07-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","65,01,30,594",FALSE,TRUE,,,,
08-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","69,02,91,599",FALSE,FALSE,,,,
09-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","99,88,53,206",FALSE,FALSE,,,,
10-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","42,25,12,961",FALSE,FALSE,,,,
11-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","36,88,64,380",FALSE,FALSE,,,,
12-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","36,90,17,681",FALSE,FALSE,,,,
13-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","37,54,06,717",FALSE,TRUE,,,,
14-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","40,33,05,767",FALSE,TRUE,,,,
15-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","51,50,53,285",FALSE,FALSE,,,,
16-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","72,01,33,372",FALSE,FALSE,,,,
17-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","41,93,46,604",FALSE,FALSE,,,,
18-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","38,47,25,227",FALSE,FALSE,,,,
19-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","40,52,20,283",FALSE,FALSE,,,,
20-12-2025,Last 10 days,Digital,0,0,0,0,0,1485.15,110429.03,0,0,0,0,"1,85,643","18,02,922","39,03,27,997",FALSE,TRUE,,,,
21-12-2025,Last 10 days,Digital,0,4591503.27,1899950.98,0,203175.96,1485.15,110429.03,1,10560940,0,"81,27,038","1,85,643","18,02,922","39,81,82,422",FALSE,TRUE,,,,
22-12-2025,Last 10 days,Digital,0,0,1899950.98,0,203175.96,1485.15,110429.03,0,0,0,"81,27,038","1,85,643","18,02,922","55,44,44,081",FALSE,FALSE,,,,
23-12-2025,Last 10 days,Digital,0,0,1899950.98,0,203175.96,1485.15,110429.03,0,0,0,"81,27,038","1,85,643","18,02,922","73,09,83,272",FALSE,FALSE,,,,
24-12-2025,Last 10 days,Digital,0,0,1899950.98,0,203175.96,1485.15,110429.03,0,0,0,"81,27,038","1,85,643","18,02,922","43,97,05,053",FALSE,FALSE,,,,
25-12-2025,Last 10 days,Digital,0,0,1899950.98,0,203175.96,1485.15,110429.03,0,0,0,"81,27,038","1,85,643","18,02,922","38,67,89,956",FALSE,FALSE,,,,
26-12-2025,Last 10 days,Digital,0,0,1899950.98,0,203175.96,1485.15,110429.03,0,0,0,"81,27,038","1,85,643","18,02,922","39,42,47,906",FALSE,FALSE,,,,
27-12-2025,Last 10 days,Digital,0,4591503.27,1899950.98,0,203175.96,1485.15,110429.03,1,10560940,0,"81,27,038","1,85,643","18,02,922","42,96,34,791",FALSE,TRUE,,,,
28-12-2025,Last 10 days,Digital,0,4591503.27,1899950.98,0,203175.96,1485.15,110429.03,1,10560940,0,"81,27,038","1,85,643","18,02,922","43,29,29,783",FALSE,TRUE,,,,
29-12-2025,Last 10 days,Digital,0,0,1899950.98,0,203175.96,1485.15,110429.03,0,0,0,"81,27,038","1,85,643","18,02,922","60,39,28,738",FALSE,FALSE,,,,
30-12-2025,Last 10 days,Digital,0,0,1899950.98,0,203175.96,1485.15,110429.03,0,0,0,"81,27,038","1,85,643","18,02,922","86,96,04,712",FALSE,FALSE,,,,
01-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","47,21,74,050",FALSE,FALSE,,,,
02-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","45,03,76,465",FALSE,FALSE,,,,
03-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","53,32,56,742",FALSE,TRUE,,,,
04-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","98,42,08,808",FALSE,TRUE,,,,
05-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","63,18,55,757",FALSE,FALSE,,,,
06-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","66,81,13,519",FALSE,FALSE,,,,
07-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","1,19,31,59,889",FALSE,FALSE,,,,
08-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","57,18,28,044",FALSE,FALSE,,,,
09-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","58,94,93,403",FALSE,FALSE,,,,
10-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","66,96,81,429",FALSE,TRUE,,,,
11-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","77,83,43,549",FALSE,TRUE,,,,
12-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","56,70,91,993",FALSE,FALSE,,,,
13-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","68,67,82,757",FALSE,FALSE,,,,
14-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","89,96,94,895",FALSE,FALSE,,,,
15-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","46,21,19,770",FALSE,FALSE,,,,
16-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","43,58,74,432",FALSE,FALSE,,,,
17-01-2026,17th to 26th Jan,All,0,6139705.88,1348039.22,0,313725.49,0,114379.08,1,10560940,0,"1,25,49,019",0,"18,67,413","44,11,61,502",FALSE,TRUE,,,,
18-01-2026,17th to 26th Jan,All,0,6139705.88,1348039.22,0,313725.49,0,114379.08,1,10560940,0,"1,25,49,019",0,"18,67,413","52,94,58,133",FALSE,TRUE,,,,
19-01-2026,17th to 26th Jan,All,0,0,1348039.22,0,313725.49,0,114379.08,0,0,0,"1,25,49,019",0,"18,67,413","47,51,62,048",FALSE,FALSE,,,,
20-01-2026,17th to 26th Jan,All,0,0,1348039.22,0,313725.49,0,114379.08,0,0,0,"1,25,49,019",0,"18,67,413","63,15,92,608",FALSE,FALSE,,,,
21-01-2026,17th to 26th Jan,All,0,0,1348039.22,0,313725.49,0,114379.08,0,0,0,"1,25,49,019",0,"18,67,413","84,01,84,117",FALSE,FALSE,,,,
22-01-2026,17th to 26th Jan,All,0,0,1348039.22,0,313725.49,0,114379.08,0,0,0,"1,25,49,019",0,"18,67,413","45,10,91,510",FALSE,FALSE,,,,
23-01-2026,17th to 26th Jan,All,0,0,1348039.22,0,313725.49,0,114379.08,0,0,0,"1,25,49,019",0,"18,67,413","45,61,40,764",FALSE,FALSE,,,,
24-01-2026,17th to 26th Jan,All,0,6139705.88,1348039.22,0,313725.49,0,114379.08,1,10560940,0,"1,25,49,019",0,"18,67,413","56,51,64,258",FALSE,TRUE,,,,
25-01-2026,17th to 26th Jan,All,0,6139705.88,1348039.22,0,313725.49,0,114379.08,1,10560940,0,"1,25,49,019",0,"18,67,413","63,98,14,971",FALSE,TRUE,,,,
26-01-2026,17th to 26th Jan,All,0,0,1348039.22,0,313725.49,0,114379.08,0,0,0,"1,25,49,019",0,"18,67,413","57,45,20,577",FALSE,FALSE,,,,
27-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","77,96,35,028",FALSE,FALSE,,,,
28-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","1,03,19,94,717",FALSE,FALSE,,,,
29-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","58,91,83,928",FALSE,FALSE,,,,
30-01-2026,17th to 26th Jan,All,0,0,0,0,0,0,114379.08,0,0,0,0,0,"18,67,413","57,08,99,033",FALSE,FALSE,,,,
01-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","59,58,95,627",FALSE,TRUE,,,,
02-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","66,14,00,055",FALSE,FALSE,,,,
03-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","78,65,26,114",FALSE,FALSE,,,,
04-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","1,02,65,38,767",FALSE,FALSE,,,,
05-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","1,64,29,43,159",FALSE,FALSE,,,,
06-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","3,10,29,49,113",FALSE,FALSE,,,,
07-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","45,20,70,253",FALSE,TRUE,,,,
08-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","45,54,41,003",FALSE,TRUE,,,,
09-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","43,43,89,668",FALSE,FALSE,,,,
10-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","50,33,38,861",FALSE,FALSE,,,,
11-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","64,59,67,007",FALSE,FALSE,,,,
12-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","81,77,77,739",FALSE,FALSE,,,,
13-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","48,56,39,974",FALSE,FALSE,,,,
14-02-2026,14th to 22nd,Digital,0,3443627.45,1383442.27,108932.46,272331.15,0,81699.35,1,10560940,"9,07,770","1,08,93,246",0,"13,33,866","46,47,45,709",FALSE,TRUE,,,,
15-02-2026,14th to 22nd,Digital,0,3443627.45,1383442.27,108932.46,272331.15,0,81699.35,1,10560940,"9,07,770","1,08,93,246",0,"13,33,866","46,87,48,139",FALSE,TRUE,,,,
16-02-2026,14th to 22nd,Digital,0,0,1383442.27,108932.46,272331.15,0,81699.35,0,0,"9,07,770","1,08,93,246",0,"13,33,866","51,16,04,482",FALSE,FALSE,,,,
17-02-2026,14th to 22nd,Digital,0,0,1383442.27,108932.46,272331.15,0,81699.35,0,0,"9,07,770","1,08,93,246",0,"13,33,866","49,37,68,471",FALSE,FALSE,,,,
18-02-2026,14th to 22nd,Digital,0,0,1383442.27,108932.46,272331.15,0,81699.35,0,0,"9,07,770","1,08,93,246",0,"13,33,866","66,40,29,114",FALSE,FALSE,,,,
19-02-2026,14th to 22nd,Digital,0,0,1383442.27,108932.46,272331.15,0,81699.35,0,0,"9,07,770","1,08,93,246",0,"13,33,866","92,92,41,821",FALSE,FALSE,,,,
20-02-2026,14th to 22nd,Digital,0,0,1383442.27,108932.46,272331.15,0,81699.35,0,0,"9,07,770","1,08,93,246",0,"13,33,866","52,07,21,282",FALSE,FALSE,,,,
21-02-2026,14th to 22nd,Digital,0,3443627.45,1383442.27,108932.46,272331.15,0,81699.35,1,10560940,"9,07,770","1,08,93,246",0,"13,33,866","45,85,99,293",FALSE,TRUE,,,,
22-02-2026,14th to 22nd,Digital,0,3443627.45,1383442.27,108932.46,272331.15,0,81699.35,1,10560940,"9,07,770","1,08,93,246",0,"13,33,866","54,81,42,592",FALSE,TRUE,,,,
23-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","52,33,04,539",FALSE,FALSE,,,,
24-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","59,22,29,401",FALSE,FALSE,,,,
25-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","89,69,21,686",FALSE,FALSE,,,,
26-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","1,01,28,49,501",FALSE,FALSE,,,,
27-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","57,65,61,877",FALSE,FALSE,,,,
28-02-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","40,85,11,621",FALSE,TRUE,,,,
01-03-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","47,38,46,986",FALSE,TRUE,,,,
01-03-2026,Full Month,Air Conditioner,0,2494553.37,460784.31,24509.8,40849.67,0,98039.22,2,21121880,"2,04,248","16,33,986",0,"16,00,640","52,99,06,655",TRUE,TRUE,,,,
02-03-2026,14th to 22nd,Digital,0,0,0,0,0,0,81699.35,0,0,0,0,0,"13,33,866","52,13,10,381",FALSE,FALSE,,,,
02-03-2026,Full Month,Air Conditioner,0,0,460784.31,24509.8,40849.67,0,98039.22,0,0,"2,04,248","16,33,986",0,"16,00,640","66,91,16,464",FALSE,FALSE,,,,
03-03-2026,Full Month,Air Conditioner,0,0,460784.31,24509.8,40849.67,0,98039.22,0,0,"2,04,248","16,33,986",0,"16,00,640","93,23,15,293",FALSE,FALSE,,,,
04-03-2026,Full Month,Air Conditioner,0,0,460784.31,24509.8,40849.67,0,98039.22,0,0,"2,04,248","16,33,986",0,"16,00,640","51,29,47,357",FALSE,FALSE,,,,
05-03-2026,Full Month,Air Conditioner,0,0,460784.31,24509.8,40849.67,0,98039.22,0,0,"2,04,248","16,33,986",0,"16,00,640","51,70,88,095",FALSE,FALSE,,,,
06-03-2026,Full Month,Air Conditioner,0,0,460784.31,24509.8,40849.67,0,98039.22,0,0,"2,04,248","16,33,986",0,"16,00,640","48,20,77,052",FALSE,FALSE,,,,
07-03-2026,Full Month,Air Conditioner,0,2494553.37,460784.31,24509.8,40849.67,0,98039.22,2,21121880,"2,04,248","16,33,986",0,"16,00,640","56,24,68,538",TRUE,TRUE,,,,
08-03-2026,Full Month,Air Conditioner,0,2494553.37,460784.31,24509.8,40849.67,0,98039.22,2,21121880,"2,04,248","16,33,986",0,"16,00,640","69,31,38,973",TRUE,TRUE,,,,
09-03-2026,Full Month,Air Conditioner,0,0,460784.31,24509.8,40849.67,0,98039.22,0,0,"2,04,248","16,33,986",0,"16,00,640","84,90,36,918",FALSE,FALSE,,,,
10-03-2026,Full Month,Air Conditioner,0,0,460784.31,24509.8,40849.67,0,98039.22,0,0,"2,04,248","16,33,986",0,"16,00,640","1,08,53,61,762",FALSE,FALSE,,,,
11-03-2026,Full Month,Air Conditioner,0,0,460784.31,24509.8,40849.67,0,98039.22,0,0,"2,04,248","16,33,986",0,"16,00,640","56,66,81,718",FALSE,FALSE,,,,
