Date,Month,Event,Category,TV Spends (cr),Print Spends (cr),Radio Spends (cr),OOH Spends (cr),Digital Media Spends (cr),Meta Offline Spends,Meta Others Spends,Meta Online Spends,Google Online Spends,Affiliate Spends,Digital Media Impressions,Meta Offline Impressions,Meta Online Impressions,Meta Other Impressions,Google Online Impressions,Print Insertions,Print Reach,Sales Final Output
2023-04-01,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",2,21121880,"571,127,905"
2023-04-02,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",2,21121880,"499,286,603"
2023-04-03,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"497,434,192"
2023-04-04,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"556,712,793"
2023-04-05,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"622,263,813"
2023-04-06,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"853,540,677"
2023-04-07,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"1,180,883,828"
2023-04-08,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",2,21121880,"597,579,082"
2023-04-09,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",2,21121880,"1,388,397,052"
2023-04-10,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"542,393,893"
2023-04-11,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"763,977,037"
2023-04-12,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"540,737,011"
2023-04-13,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"725,224,526"
2023-04-14,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"995,099,360"
2023-04-15,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",2,21121880,"508,921,019"
2023-04-16,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",2,21121880,"519,243,073"
2023-04-17,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"726,290,189"
2023-04-18,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"595,314,252"
2023-04-19,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"591,086,880"
2023-04-20,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"782,515,251"
2023-04-21,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"1,021,810,554"
2023-04-22,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",2,21121880,"525,998,915"
2023-04-23,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",2,21121880,"497,691,540"
2023-04-24,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"489,317,183"
2023-04-25,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"524,467,549"
2023-04-26,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"583,800,325"
2023-04-27,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"808,052,008"
2023-04-28,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",0,21121880,"1,019,900,228"
2023-04-29,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",2,21121880,"532,072,453"
2023-04-30,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 11,125,545 ", -   , -   ," 615,342 "," 2,986,410 ",2,21121880,"543,449,903"
2023-05-01,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"744,437,955"
2023-05-02,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"513,399,828"
2023-05-03,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"533,933,183"
2023-05-04,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"718,847,762"
2023-05-05,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"986,883,263"
2023-05-06,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",2,21121880,"517,859,122"
2023-05-07,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",2,21121880,"636,303,523"
2023-05-08,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"521,168,348"
2023-05-09,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"541,881,281"
2023-05-10,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"920,945,496"
2023-05-11,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"783,066,169"
2023-05-12,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"933,334,839"
2023-05-13,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",2,21121880,"518,100,987"
2023-05-14,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",2,21121880,"482,106,015"
2023-05-15,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"468,368,072"
2023-05-16,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"445,019,180"
2023-05-17,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"492,124,129"
2023-05-18,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"669,889,318"
2023-05-19,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"940,260,071"
2023-05-20,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",2,21121880,"647,542,768"
2023-05-21,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",2,21121880,"544,703,089"
2023-05-22,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"596,779,325"
2023-05-23,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"616,936,268"
2023-05-24,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"576,281,214"
2023-05-25,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"701,967,319"
2023-05-26,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"957,363,704"
2023-05-27,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",2,21121880,"516,906,285"
2023-05-28,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",2,21121880,"470,612,203"
2023-05-29,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"491,869,314"
2023-05-30,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 5,977,196 ", -   , -   ," 609,673 "," 3,217,627 ",0,21121880,"510,091,205"
2023-06-01,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 479,913 "," 2,545,149 ",0,0,"549,012,736"
2023-06-02,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 479,913 "," 2,545,149 ",0,0,"670,987,573"
2023-06-03,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 479,913 "," 2,545,149 ",0,0,"933,218,402"
2023-06-04,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 479,913 "," 2,545,149 ",0,0,"513,236,127"
2023-06-05,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 479,913 "," 2,545,149 ",0,0,"400,669,759"
2023-06-06,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 479,913 "," 2,545,149 ",0,0,"470,016,135"
2023-06-07,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 479,913 "," 2,545,149 ",0,0,"475,931,122"
2023-06-08,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"560,210,454"
2023-06-09,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"745,848,330"
2023-06-10,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",2,21121880,"892,669,624"
2023-06-11,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",2,21121880,"480,678,878"
2023-06-12,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"449,246,749"
2023-06-13,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"466,832,127"
2023-06-14,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"469,168,450"
2023-06-15,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"493,207,443"
2023-06-16,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"664,426,775"
2023-06-17,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",2,21121880,"933,610,506"
2023-06-18,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",2,21121880,"603,270,468"
2023-06-19,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"450,243,301"
2023-06-20,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"503,803,021"
2023-06-21,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"704,555,373"
2023-06-22,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"781,836,522"
2023-06-23,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"1,057,071,116"
2023-06-24,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",2,21121880,"1,370,422,952"
2023-06-25,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",2,21121880,"359,190,203"
2023-06-26,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"385,960,559"
2023-06-27,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"419,715,673"
2023-06-28,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 8,580,377 ", -   ," 2,224,781 "," 479,913 "," 2,545,149 ",0,21121880,"426,156,332"
2023-06-29,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 479,913 "," 2,545,149 ",0,0,"421,133,982"
2023-06-30,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 479,913 "," 2,545,149 ",0,0,"568,648,186"
2023-07-01,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"820,887,515"
2023-07-02,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"412,254,406"
2023-07-03,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"409,874,770"
2023-07-04,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"255,307,391"
2023-07-05,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"550,909,756"
2023-07-06,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"428,632,459"
2023-07-07,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"629,275,397"
2023-07-08,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"990,276,855"
2023-07-09,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"450,727,228"
2023-07-10,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"423,474,537"
2023-07-11,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"435,272,425"
2023-07-12,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"461,352,198"
2023-07-13,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"463,349,382"
2023-07-14,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"628,411,874"
2023-07-15,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"854,883,619"
2023-07-16,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 358,760 "," 2,555,451 ",0,0,"444,810,518"
2023-07-17,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",0,21121880,"425,821,358"
2023-07-18,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",0,21121880,"539,221,065"
2023-07-19,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",0,21121880,"427,264,198"
2023-07-20,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",0,21121880,"459,509,608"
2023-07-21,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",0,21121880,"801,022,401"
2023-07-22,23-Jul,Last 2 weeks,Home,0,2665669.02,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",2,21121880,"1,147,480,048"
2023-07-23,23-Jul,Last 2 weeks,Home,0,2665669.02,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",2,21121880,"507,763,501"
2023-07-24,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",0,21121880,"452,356,490"
2023-07-25,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",0,21121880,"438,571,494"
2023-07-26,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",0,21121880,"482,208,730"
2023-07-27,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",0,21121880,"545,763,701"
2023-07-28,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",0,21121880,"699,618,215"
2023-07-29,23-Jul,Last 2 weeks,Home,0,2665669.02,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",2,21121880,"854,266,983"
2023-07-30,23-Jul,Last 2 weeks,Home,0,2665669.02,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 1,021,242 "," 216,237 "," 362,543 "," 358,760 "," 2,555,451 ",2,21121880,"500,556,654"
2023-08-01,23-Aug,2nd & 3rd week,All,0,0,0,0,0,0,0,46548.17,339110.31,339110.31, -   , -   , -   ," 1,329,948 "," 5,536,495 ",0,0,"426,507,126"
2023-08-02,23-Aug,2nd & 3rd week,All,0,0,0,0,0,0,0,46548.17,339110.31,339110.31, -   , -   , -   ," 1,329,948 "," 5,536,495 ",0,0,"445,653,710"
2023-08-03,23-Aug,2nd & 3rd week,All,0,0,0,0,0,0,0,46548.17,339110.31,339110.31, -   , -   , -   ," 1,329,948 "," 5,536,495 ",0,0,"398,156,560"
2023-08-04,23-Aug,2nd & 3rd week,All,0,0,0,0,0,0,0,46548.17,339110.31,339110.31, -   , -   , -   ," 1,329,948 "," 5,536,495 ",0,0,"445,244,383"
