Date,Month,Event,Category,TV Spends (cr),Print Spends (cr),Radio Spends (cr),OOH Spends (cr),Digital Media Spends (cr),Meta Offline Spends,Meta Others Spends,Meta Online Spends,Google Online Spends,Affiliate Spends,Digital Media Impressions,Meta Offline Impressions,Meta Online Impressions,Meta Other Impressions,Google Online Impressions,Print Insertions,Print Reach,Sales Final Output
01-04-2023,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",2,21121880,"57,11,27,905"
02-04-2023,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",2,21121880,"49,92,86,603"
03-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"49,74,34,192"
04-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"55,67,12,793"
05-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"62,22,63,813"
06-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"85,35,40,677"
07-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"1,18,08,83,828"
08-04-2023,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",2,21121880,"59,75,79,082"
09-04-2023,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",2,21121880,"1,38,83,97,052"
10-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"54,23,93,893"
11-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"76,39,77,037"
12-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"54,07,37,011"
13-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"72,52,24,526"
14-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"99,50,99,360"
15-04-2023,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",2,21121880,"50,89,21,019"
16-04-2023,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",2,21121880,"51,92,43,073"
17-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"72,62,90,189"
18-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"59,53,14,252"
19-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"59,10,86,880"
20-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"78,25,15,251"
21-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"1,02,18,10,554"
22-04-2023,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",2,21121880,"52,59,98,915"
23-04-2023,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",2,21121880,"49,76,91,540"
24-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"48,93,17,183"
25-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"52,44,67,549"
26-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"58,38,00,325"
27-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"80,80,52,008"
28-04-2023,23-Apr,Full Month,Air Conditioner,0,0,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",0,21121880,"1,01,99,00,228"
29-04-2023,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",2,21121880,"53,20,72,453"
30-04-2023,23-Apr,Full Month,Air Conditioner,0,1566460.02,14352.69,738562.09,1335065.36,0,0,21536.98,182917.61,182917.61," 1,11,25,545 ", -   , -   ," 6,15,342 "," 29,86,410 ",2,21121880,"54,34,49,903"
01-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"74,44,37,955"
02-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"51,33,99,828"
03-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"53,39,33,183"
04-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"71,88,47,762"
05-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"98,68,83,263"
06-05-2023,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",2,21121880,"51,78,59,122"
07-05-2023,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",2,21121880,"63,63,03,523"
08-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"52,11,68,348"
09-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"54,18,81,281"
10-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"92,09,45,496"
11-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"78,30,66,169"
12-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"93,33,34,839"
13-05-2023,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",2,21121880,"51,81,00,987"
14-05-2023,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",2,21121880,"48,21,06,015"
15-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"46,83,68,072"
16-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"44,50,19,180"
17-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"49,21,24,129"
18-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"66,98,89,318"
19-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"94,02,60,071"
20-05-2023,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",2,21121880,"64,75,42,768"
21-05-2023,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",2,21121880,"54,47,03,089"
22-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"59,67,79,325"
23-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"61,69,36,268"
24-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"57,62,81,214"
25-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"70,19,67,319"
26-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"95,73,63,704"
27-05-2023,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",2,21121880,"51,69,06,285"
28-05-2023,23-May,Full Month,Air Conditioner,0,1074922.8,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",2,21121880,"47,06,12,203"
29-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"49,18,69,314"
30-05-2023,23-May,Full Month,Air Conditioner,0,0,5668.38,834967.32,717263.49,0,0,21338.57,197079.66,197079.66," 59,77,196 ", -   , -   ," 6,09,673 "," 32,17,627 ",0,21121880,"51,00,91,205"
01-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 4,79,913 "," 25,45,149 ",0,0,"54,90,12,736"
02-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 4,79,913 "," 25,45,149 ",0,0,"67,09,87,573"
03-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 4,79,913 "," 25,45,149 ",0,0,"93,32,18,402"
04-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 4,79,913 "," 25,45,149 ",0,0,"51,32,36,127"
05-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 4,79,913 "," 25,45,149 ",0,0,"40,06,69,759"
06-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 4,79,913 "," 25,45,149 ",0,0,"47,00,16,135"
07-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 4,79,913 "," 25,45,149 ",0,0,"47,59,31,122"
08-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"56,02,10,454"
09-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"74,58,48,330"
10-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",2,21121880,"89,26,69,624"
11-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",2,21121880,"48,06,78,878"
12-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"44,92,46,749"
13-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"46,68,32,127"
14-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"46,91,68,450"
15-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"49,32,07,443"
16-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"66,44,26,775"
17-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",2,21121880,"93,36,10,506"
18-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",2,21121880,"60,32,70,468"
19-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"45,02,43,301"
20-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"50,38,03,021"
21-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"70,45,55,373"
22-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"78,18,36,522"
23-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"1,05,70,71,116"
24-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",2,21121880,"1,37,04,22,952"
25-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,1490274.97,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",2,21121880,"35,91,90,203"
26-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"38,59,60,559"
27-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"41,97,15,673"
28-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,28781.51,86367.88,1029645.19,0,17798.25,16796.97,155890.38,155890.38," 85,80,377 ", -   ," 22,24,781 "," 4,79,913 "," 25,45,149 ",0,21121880,"42,61,56,332"
29-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 4,79,913 "," 25,45,149 ",0,0,"42,11,33,982"
30-06-2023,23-Jun,2nd to 4th week,Laptop & IT,0,0,0,0,0,0,0,16796.97,155890.38,155890.38, -   , -   , -   ," 4,79,913 "," 25,45,149 ",0,0,"56,86,48,186"
01-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"82,08,87,515"
02-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"41,22,54,406"
03-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"40,98,74,770"
04-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"25,53,07,391"
05-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"55,09,09,756"
06-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"42,86,32,459"
07-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"62,92,75,397"
08-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"99,02,76,855"
09-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"45,07,27,228"
10-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"42,34,74,537"
11-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"43,52,72,425"
12-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"46,13,52,198"
13-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"46,33,49,382"
14-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"62,84,11,874"
15-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"85,48,83,619"
16-07-2023,23-Jul,Last 2 weeks,Home,0,0,0,0,0,0,0,12556.61,156521.39,156521.39, -   , -   , -   ," 3,58,760 "," 25,55,451 ",0,0,"44,48,10,518"
17-07-2023,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",0,21121880,"42,58,21,358"
18-07-2023,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",0,21121880,"53,92,21,065"
19-07-2023,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",0,21121880,"42,72,64,198"
20-07-2023,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",0,21121880,"45,95,09,608"
21-07-2023,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",0,21121880,"80,10,22,401"
22-07-2023,23-Jul,Last 2 weeks,Home,0,2665669.02,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",2,21121880,"1,14,74,80,048"
23-07-2023,23-Jul,Last 2 weeks,Home,0,2665669.02,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",2,21121880,"50,77,63,501"
24-07-2023,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",0,21121880,"45,23,56,490"
25-07-2023,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",0,21121880,"43,85,71,494"
26-07-2023,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",0,21121880,"48,22,08,730"
27-07-2023,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",0,21121880,"54,57,63,701"
28-07-2023,23-Jul,Last 2 weeks,Home,0,0,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",0,21121880,"69,96,18,215"
29-07-2023,23-Jul,Last 2 weeks,Home,0,2665669.02,16157.79,259103.64,122549.02,4757.22,2900.34,12556.61,156521.39,156521.39," 10,21,242 "," 2,16,237 "," 3,62,543 "," 3,58,760 "," 25,55,451 ",2,21121880,"85,42,66,983"
